total_revenue_type20,total_revenue_type21,n_purchasers_type20,n_purchasers_type21,n_users_type20,n_users_type21,conversion_rate_type20,conversion_rate_type21,arppu_type20,arppu_type21,arpu_type20,arpu_type21
12505000,13200000,142,100,477,423,0.2976939203354298,0.2364066193853428,88063.38028169014,132000.0,26215.932914046123,31205.673758865247
12385000,11020000,137,89,441,459,0.31065759637188206,0.19389978213507625,90401.4598540146,123820.22471910113,28083.90022675737,24008.714596949892
11145000,10000000,122,79,459,441,0.2657952069716776,0.17913832199546487,91352.45901639345,126582.27848101266,24281.04575163399,22675.736961451246
11085000,8630000,135,75,481,419,0.2806652806652807,0.17899761336515513,82111.11111111111,115066.66666666667,23045.738045738046,20596.658711217184
13485000,11420000,148,90,447,453,0.33109619686800895,0.1986754966887417,91114.86486486487,126888.88888888889,30167.78523489933,25209.713024282562
11850000,9750000,136,78,457,443,0.2975929978118162,0.17607223476297967,87132.35294117648,125000.0,25929.978118161926,22009.02934537246
12200000,12320000,146,95,475,425,0.30736842105263157,0.2235294117647059,83561.64383561644,129684.21052631579,25684.21052631579,28988.235294117647
11010000,9340000,138,72,474,426,0.2911392405063291,0.16901408450704225,79782.60869565218,129722.22222222222,23227.848101265823,21924.882629107982
11490000,9490000,128,92,447,453,0.28635346756152125,0.20309050772626933,89765.625,103152.17391304347,25704.697986577183,20949.227373068432
13260000,9770000,147,83,474,426,0.310126582278481,0.19483568075117372,90204.08163265306,117710.84337349398,27974.683544303796,22934.272300469485
12405000,12580000,134,98,453,447,0.2958057395143488,0.21923937360178972,92574.62686567164,128367.3469387755,27384.1059602649,28143.17673378076
11210000,8300000,127,74,468,432,0.27136752136752135,0.1712962962962963,88267.71653543306,112162.16216216216,23952.991452991453,19212.962962962964
10605000,10990000,136,91,430,470,0.31627906976744186,0.19361702127659575,77977.94117647059,120769.23076923077,24662.79069767442,23382.978723404256
10820000,13770000,124,95,439,461,0.2824601366742597,0.20607375271149675,87258.06451612903,144947.36842105264,24646.924829157175,29869.848156182212
11245000,10320000,129,90,460,440,0.28043478260869564,0.20454545454545456,87170.54263565892,114666.66666666667,24445.652173913044,23454.545454545456
10950000,14770000,126,111,445,455,0.28314606741573034,0.24395604395604395,86904.76190476191,133063.06306306308,24606.74157303371,32461.53846153846
13595000,12740000,145,99,455,445,0.31868131868131866,0.22247191011235956,93758.62068965517,128686.8686868687,29879.120879120877,28629.213483146068
10780000,9650000,126,84,424,476,0.2971698113207547,0.17647058823529413,85555.55555555556,114880.95238095238,25424.528301886792,20273.10924369748
12025000,9430000,142,78,457,443,0.31072210065645517,0.17607223476297967,84683.0985915493,120897.43589743589,26312.910284463895,21286.68171557562
12380000,10050000,133,86,442,458,0.3009049773755656,0.18777292576419213,93082.7067669173,116860.46511627907,28009.049773755654,21943.231441048036
14935000,9820000,149,78,451,449,0.3303769401330377,0.17371937639198218,100234.89932885906,125897.43589743589,33115.29933481153,21870.824053452117
12660000,13870000,134,105,441,459,0.30385487528344673,0.22875816993464052,94477.6119402985,132095.2380952381,28707.482993197278,30217.86492374728
10780000,12370000,126,85,436,464,0.2889908256880734,0.18318965517241378,85555.55555555556,145529.41176470587,24724.770642201835,26659.48275862069
13745000,11030000,155,99,475,425,0.3263157894736842,0.23294117647058823,88677.41935483871,111414.14141414141,28936.842105263157,25952.941176470587
11520000,11140000,132,85,455,445,0.29010989010989013,0.19101123595505617,87272.72727272728,131058.82352941176,25318.68131868132,25033.70786516854
10785000,11460000,132,86,445,455,0.2966292134831461,0.189010989010989,81704.54545454546,133255.81395348837,24235.955056179777,25186.813186813186
13600000,12190000,156,108,446,454,0.34977578475336324,0.23788546255506607,87179.48717948717,112870.37037037036,30493.2735426009,26850.22026431718
13410000,10830000,144,84,448,452,0.32142857142857145,0.18584070796460178,93125.0,128928.57142857143,29933.035714285714,23960.17699115044
10620000,12690000,118,102,450,450,0.26222222222222225,0.22666666666666666,90000.0,124411.76470588235,23600.0,28200.0
11215000,11380000,124,95,453,447,0.2737306843267108,0.21252796420581654,90443.54838709677,119789.47368421052,24757.174392935984,25458.612975391497
11640000,10390000,128,87,445,455,0.2876404494382023,0.1912087912087912,90937.5,119425.28735632185,26157.303370786518,22835.164835164836
10740000,12340000,124,99,449,451,0.27616926503340755,0.21951219512195122,86612.90322580645,124646.46464646465,23919.821826280622,27361.41906873614
11800000,12990000,135,98,442,458,0.3054298642533937,0.21397379912663755,87407.4074074074,132551.02040816325,26696.83257918552,28362.445414847163
14040000,11170000,140,89,452,448,0.30973451327433627,0.19866071428571427,100285.71428571429,125505.61797752809,31061.94690265487,24933.035714285714
10370000,11150000,123,91,433,467,0.2840646651270208,0.1948608137044968,84308.94308943089,122527.47252747252,23949.19168591224,23875.80299785867
12915000,9440000,136,82,462,438,0.2943722943722944,0.1872146118721461,94963.23529411765,115121.9512195122,27954.545454545456,21552.511415525114
10705000,10520000,127,85,457,443,0.2778993435448578,0.19187358916478556,84291.33858267717,123764.70588235294,23424.507658643324,23747.178329571107
13320000,10570000,138,94,445,455,0.3101123595505618,0.20659340659340658,96521.73913043478,112446.8085106383,29932.584269662922,23230.76923076923
13275000,10020000,146,79,462,438,0.31601731601731603,0.18036529680365296,90924.65753424658,126835.44303797468,28733.766233766233,22876.712328767124
9135000,13150000,125,119,454,446,0.2753303964757709,0.26681614349775784,73080.0,110504.20168067227,20121.145374449337,29484.304932735427
11805000,12190000,141,93,445,455,0.31685393258426964,0.2043956043956044,83723.40425531915,131075.2688172043,26528.08988764045,26791.20879120879
11270000,10850000,133,90,435,465,0.3057471264367816,0.1935483870967742,84736.84210526316,120555.55555555556,25908.045977011494,23333.333333333332
13635000,12250000,141,107,452,448,0.31194690265486724,0.23883928571428573,96702.12765957447,114485.98130841121,30165.929203539825,27343.75
10770000,10910000,124,95,427,473,0.2903981264637002,0.20084566596194503,86854.83870967742,114842.1052631579,25222.48243559719,23065.53911205074
13225000,11420000,137,85,442,458,0.30995475113122173,0.185589519650655,96532.84671532847,134352.9411764706,29920.814479638007,24934.49781659389
11775000,12720000,129,105,424,476,0.30424528301886794,0.22058823529411764,91279.06976744186,121142.85714285714,27771.22641509434,26722.689075630253
13200000,10940000,152,87,451,449,0.3370288248337029,0.19376391982182628,86842.1052631579,125747.1264367816,29268.29268292683,24365.256124721604
12225000,12890000,135,95,438,462,0.3082191780821918,0.20562770562770563,90555.55555555556,135684.2105263158,27910.95890410959,27900.4329004329
10185000,11080000,110,86,446,454,0.24663677130044842,0.1894273127753304,92590.90909090909,128837.20930232559,22836.32286995516,24405.286343612333
12550000,10810000,129,89,473,427,0.2727272727272727,0.20843091334894615,97286.82170542635,121460.67415730337,26532.76955602537,25316.15925058548
11800000,11190000,134,93,441,459,0.30385487528344673,0.20261437908496732,88059.70149253731,120322.58064516129,26757.36961451247,24379.08496732026
11935000,9540000,145,76,454,446,0.31938325991189426,0.17040358744394618,82310.3448275862,125526.31578947368,26288.546255506608,21390.13452914798
12990000,11250000,133,97,448,452,0.296875,0.21460176991150443,97669.17293233082,115979.38144329897,28995.535714285714,24889.380530973453
11715000,11770000,131,91,470,430,0.27872340425531916,0.2116279069767442,89427.48091603053,129340.65934065935,24925.531914893618,27372.093023255813
11380000,10520000,130,94,447,453,0.29082774049217003,0.20750551876379691,87538.46153846153,111914.89361702128,25458.612975391497,23222.958057395143
11655000,10940000,128,85,457,443,0.2800875273522976,0.19187358916478556,91054.6875,128705.88235294117,25503.28227571116,24695.259593679457
12805000,10600000,129,83,454,446,0.2841409691629956,0.1860986547085202,99263.56589147287,127710.84337349398,28204.845814977973,23766.81614349776
12565000,13350000,121,104,422,478,0.28672985781990523,0.2175732217573222,103842.97520661158,128365.38461538461,29774.881516587677,27928.87029288703
13625000,10980000,142,88,466,434,0.30472103004291845,0.20276497695852536,95950.7042253521,124772.72727272728,29238.197424892704,25299.539170506912
10210000,13620000,122,122,439,461,0.27790432801822323,0.2646420824295011,83688.52459016393,111639.34426229508,23257.40318906606,29544.468546637745
11830000,12020000,140,91,453,447,0.3090507726269316,0.203579418344519,84500.0,132087.9120879121,26114.790286975716,26890.380313199104
13095000,9760000,141,78,470,430,0.3,0.1813953488372093,92872.34042553192,125128.20512820513,27861.702127659573,22697.674418604653
12730000,12010000,133,95,453,447,0.293598233995585,0.21252796420581654,95714.28571428571,126421.05263157895,28101.545253863136,26868.008948545863
9785000,13030000,115,108,436,464,0.26376146788990823,0.23275862068965517,85086.95652173914,120648.14814814815,22442.660550458717,28081.896551724138
11935000,9650000,141,85,463,437,0.3045356371490281,0.1945080091533181,84645.39007092199,113529.41176470589,25777.53779697624,22082.37986270023
13725000,9580000,152,67,463,437,0.3282937365010799,0.15331807780320367,90296.05263157895,142985.07462686568,29643.628509719223,21922.196796338674
11950000,12020000,133,98,444,456,0.29954954954954954,0.2149122807017544,89849.62406015038,122653.0612244898,26914.414414414416,26359.64912280702
10610000,11260000,124,103,453,447,0.2737306843267108,0.23042505592841164,85564.51612903226,109320.38834951456,23421.633554083885,25190.156599552574
11660000,12270000,148,88,452,448,0.3274336283185841,0.19642857142857142,78783.78378378379,139431.81818181818,25796.46017699115,27388.39285714286
9920000,11060000,112,79,442,458,0.25339366515837103,0.17248908296943233,88571.42857142857,140000.0,22443.43891402715,24148.471615720526
12140000,10950000,123,90,434,466,0.2834101382488479,0.19313304721030042,98699.18699186992,121666.66666666667,27972.350230414748,23497.854077253218
11505000,10510000,140,89,467,433,0.29978586723768735,0.20554272517321015,82178.57142857143,118089.88764044944,24635.97430406852,24272.517321016167
11245000,10040000,138,90,444,456,0.3108108108108108,0.19736842105263158,81485.50724637682,111555.55555555556,25326.576576576575,22017.543859649122
12755000,12910000,143,109,421,479,0.33966745843230406,0.22755741127348644,89195.8041958042,118440.36697247706,30296.912114014252,26951.983298538624
12380000,11110000,135,85,445,455,0.30337078651685395,0.18681318681318682,91703.70370370371,130705.88235294117,27820.224719101123,24417.582417582416
12730000,11950000,157,94,469,431,0.3347547974413646,0.21809744779582366,81082.8025477707,127127.65957446808,27142.85714285714,27726.218097447796
11900000,8210000,129,77,445,455,0.2898876404494382,0.16923076923076924,92248.06201550388,106623.37662337662,26741.573033707864,18043.956043956045
11435000,10520000,143,91,468,432,0.3055555555555556,0.21064814814814814,79965.03496503497,115604.3956043956,24433.760683760684,24351.85185185185
10455000,13490000,126,101,417,483,0.302158273381295,0.20910973084886128,82976.19047619047,133564.35643564357,25071.942446043166,27929.6066252588
12530000,11180000,126,95,449,451,0.2806236080178174,0.2106430155210643,99444.44444444444,117684.21052631579,27906.458797327396,24789.356984478934
10240000,8280000,138,80,453,447,0.304635761589404,0.1789709172259508,74202.89855072464,103500.0,22604.85651214128,18523.489932885906
10215000,9340000,121,81,444,456,0.2725225225225225,0.17763157894736842,84421.48760330578,115308.64197530864,23006.756756756757,20482.456140350878
10075000,11260000,125,85,448,452,0.27901785714285715,0.18805309734513273,80600.0,132470.58823529413,22488.839285714286,24911.504424778763
11920000,13140000,126,103,418,482,0.3014354066985646,0.21369294605809128,94603.1746031746,127572.81553398058,28516.746411483255,27261.41078838174
12690000,7820000,133,68,447,453,0.2975391498881432,0.15011037527593818,95413.53383458647,115000.0,28389.261744966443,17262.69315673289
11375000,13230000,131,101,446,454,0.2937219730941704,0.22246696035242292,86832.06106870229,130990.099009901,25504.484304932736,29140.969162995596
12290000,10740000,136,90,450,450,0.3022222222222222,0.2,90367.64705882352,119333.33333333333,27311.11111111111,23866.666666666668
10210000,9110000,112,74,449,451,0.24944320712694878,0.164079822616408,91160.71428571429,123108.1081081081,22739.42093541203,20199.556541019956
13945000,10480000,145,93,449,451,0.32293986636971045,0.20620842572062084,96172.41379310345,112688.17204301075,31057.906458797326,23237.250554323724
12375000,8100000,137,73,471,429,0.2908704883227176,0.17016317016317017,90328.46715328467,110958.90410958904,26273.885350318473,18881.11888111888
13150000,11820000,130,102,426,474,0.3051643192488263,0.21518987341772153,101153.84615384616,115882.35294117648,30868.544600938967,24936.708860759492
13700000,11780000,136,101,455,445,0.2989010989010989,0.22696629213483147,100735.29411764706,116633.66336633664,30109.89010989011,26471.91011235955
12000000,10860000,143,90,456,444,0.31359649122807015,0.20270270270270271,83916.08391608391,120666.66666666667,26315.78947368421,24459.45945945946
11040000,12040000,131,82,451,449,0.29046563192904656,0.18262806236080179,84274.80916030535,146829.26829268291,24478.935698447895,26815.144766146994
11610000,13180000,125,109,422,478,0.2962085308056872,0.2280334728033473,92880.0,120917.43119266054,27511.848341232228,27573.221757322175
12065000,10840000,118,93,422,478,0.2796208530805687,0.19456066945606695,102245.7627118644,116559.13978494624,28590.04739336493,22677.824267782427
11140000,11740000,139,87,449,451,0.30957683741648107,0.19290465631929046,80143.88489208632,134942.5287356322,24810.690423162585,26031.042128603105
12930000,11180000,136,88,454,446,0.29955947136563876,0.19730941704035873,95073.5294117647,127045.45454545454,28480.176211453745,25067.264573991033
13115000,11270000,135,104,454,446,0.2973568281938326,0.23318385650224216,97148.14814814815,108365.38461538461,28887.665198237886,25269.058295964125
12165000,11310000,136,92,471,429,0.28874734607218683,0.21445221445221446,89448.5294117647,122934.78260869565,25828.025477707008,26363.636363636364
13275000,10440000,134,89,452,448,0.29646017699115046,0.19866071428571427,99067.16417910448,117303.37078651685,29369.46902654867,23303.571428571428
11565000,10200000,130,87,434,466,0.2995391705069124,0.18669527896995708,88961.53846153847,117241.37931034483,26647.465437788018,21888.412017167382
10485000,12590000,119,99,471,429,0.2526539278131635,0.23076923076923078,88109.24369747899,127171.71717171717,22261.146496815287,29347.319347319346
12095000,11740000,135,98,444,456,0.30405405405405406,0.2149122807017544,89592.5925925926,119795.91836734694,27240.99099099099,25745.614035087718
13130000,11900000,144,91,470,430,0.30638297872340425,0.2116279069767442,91180.55555555556,130769.23076923077,27936.17021276596,27674.418604651164
14345000,11010000,142,102,431,469,0.3294663573085847,0.21748400852878466,101021.12676056338,107941.17647058824,33283.0626450116,23475.47974413646
13050000,10810000,153,89,475,425,0.32210526315789473,0.20941176470588235,85294.11764705883,121460.67415730337,27473.684210526317,25435.29411764706
10785000,10790000,112,91,445,455,0.251685393258427,0.2,96294.64285714286,118571.42857142857,24235.955056179777,23714.285714285714
14580000,10740000,161,89,474,426,0.339662447257384,0.20892018779342722,90559.00621118012,120674.15730337078,30759.493670886077,25211.267605633802
13425000,11240000,141,89,470,430,0.3,0.2069767441860465,95212.76595744681,126292.13483146067,28563.82978723404,26139.53488372093
13150000,12600000,140,102,445,455,0.3146067415730337,0.22417582417582418,93928.57142857143,123529.41176470589,29550.56179775281,27692.30769230769
12345000,10350000,146,79,453,447,0.32229580573951433,0.1767337807606264,84554.79452054795,131012.65822784811,27251.655629139073,23154.362416107382
12245000,10220000,139,85,439,461,0.31662870159453305,0.1843817787418655,88093.52517985612,120235.29411764706,27892.938496583145,22169.197396963125
10845000,11490000,128,94,446,454,0.28699551569506726,0.20704845814977973,84726.5625,122234.0425531915,24316.143497757846,25308.370044052863
12825000,11360000,142,93,456,444,0.31140350877192985,0.20945945945945946,90316.9014084507,122150.5376344086,28125.0,25585.585585585584
12550000,10890000,142,89,457,443,0.31072210065645517,0.20090293453724606,88380.28169014085,122359.55056179775,27461.706783369802,24582.392776523702
12925000,10170000,145,78,451,449,0.3215077605321508,0.17371937639198218,89137.93103448275,130384.61538461539,28658.536585365855,22650.33407572383
11795000,9740000,133,80,433,467,0.3071593533487298,0.17130620985010706,88684.21052631579,121750.0,27240.184757505773,20856.531049250534
11865000,12750000,129,102,456,444,0.28289473684210525,0.22972972972972974,91976.74418604652,125000.0,26019.736842105263,28716.216216216217
11095000,10420000,140,84,465,435,0.3010752688172043,0.19310344827586207,79250.0,124047.61904761905,23860.21505376344,23954.02298850575
12425000,11630000,141,98,455,445,0.3098901098901099,0.2202247191011236,88120.56737588653,118673.4693877551,27307.69230769231,26134.83146067416
10870000,10900000,131,86,439,461,0.2984054669703872,0.18655097613882862,82977.09923664122,126744.18604651163,24760.820045558088,23644.251626898047
10830000,11900000,110,97,426,474,0.25821596244131456,0.20464135021097046,98454.54545454546,122680.41237113402,25422.535211267605,25105.48523206751
12210000,10350000,128,80,446,454,0.28699551569506726,0.1762114537444934,95390.625,129375.0,27376.681614349774,22797.35682819383
13235000,11200000,151,97,456,444,0.33114035087719296,0.21846846846846846,87649.00662251655,115463.9175257732,29024.122807017542,25225.225225225226
14935000,11260000,157,90,479,421,0.3277661795407098,0.21377672209026127,95127.38853503185,125111.11111111111,31179.540709812107,26745.8432304038
11470000,10850000,133,83,448,452,0.296875,0.1836283185840708,86240.6015037594,130722.89156626505,25602.678571428572,24004.424778761062
11130000,9810000,129,77,461,439,0.279826464208243,0.17539863325740318,86279.06976744186,127402.5974025974,24143.167028199565,22346.24145785877
11255000,11520000,122,93,462,438,0.26406926406926406,0.21232876712328766,92254.09836065574,123870.96774193548,24361.471861471862,26301.369863013697
10610000,10210000,130,87,437,463,0.2974828375286041,0.1879049676025918,81615.38461538461,117356.32183908045,24279.176201372997,22051.83585313175
13265000,12350000,145,94,446,454,0.3251121076233184,0.20704845814977973,91482.75862068965,131382.97872340426,29742.152466367712,27202.64317180617
12745000,11110000,145,102,445,455,0.3258426966292135,0.22417582417582418,87896.55172413793,108921.56862745098,28640.449438202246,24417.582417582416
12335000,10330000,138,88,470,430,0.2936170212765957,0.20465116279069767,89384.0579710145,117386.36363636363,26244.68085106383,24023.25581395349
11035000,10720000,128,95,452,448,0.2831858407079646,0.21205357142857142,86210.9375,112842.1052631579,24413.716814159292,23928.571428571428
12805000,13260000,132,102,423,477,0.3120567375886525,0.2138364779874214,97007.57575757576,130000.0,30271.867612293143,27798.74213836478
13615000,9350000,146,77,460,440,0.3173913043478261,0.175,93253.42465753424,121428.57142857143,29597.82608695652,21250.0
10130000,11740000,116,90,416,484,0.27884615384615385,0.1859504132231405,87327.58620689655,130444.44444444444,24350.96153846154,24256.198347107438
12770000,11570000,140,100,463,437,0.3023758099352052,0.2288329519450801,91214.28571428571,115700.0,27580.993520518357,26475.97254004577
11005000,10840000,122,90,442,458,0.27601809954751133,0.1965065502183406,90204.91803278688,120444.44444444444,24898.19004524887,23668.12227074236
12280000,12650000,136,95,473,427,0.28752642706131076,0.2224824355971897,90294.11764705883,133157.8947368421,25961.945031712472,29625.29274004684
13250000,13700000,160,101,465,435,0.34408602150537637,0.23218390804597702,82812.5,135643.56435643564,28494.62365591398,31494.25287356322
10920000,11200000,120,100,433,467,0.27713625866050806,0.21413276231263384,91000.0,112000.0,25219.399538106234,23982.86937901499
10790000,11420000,125,83,430,470,0.29069767441860467,0.17659574468085107,86320.0,137590.36144578314,25093.023255813954,24297.872340425532
12475000,11020000,143,80,473,427,0.3023255813953488,0.1873536299765808,87237.76223776223,137750.0,26374.207188160675,25807.962529274006
14280000,10220000,163,83,471,429,0.346072186836518,0.19347319347319347,87607.36196319018,123132.53012048193,30318.471337579616,23822.843822843824
11915000,11200000,135,100,457,443,0.29540481400437635,0.22573363431151242,88259.25925925926,112000.0,26072.210065645515,25282.167042889392
12355000,11330000,138,92,470,430,0.2936170212765957,0.21395348837209302,89528.98550724638,123152.17391304347,26287.23404255319,26348.837209302324
13575000,9480000,137,77,437,463,0.3135011441647597,0.16630669546436286,99087.59124087592,123116.88311688312,31064.073226544624,20475.161987041036
13380000,9920000,150,83,442,458,0.3393665158371041,0.1812227074235808,89200.0,119518.07228915663,30271.493212669684,21659.38864628821
13195000,9810000,160,81,476,424,0.33613445378151263,0.19103773584905662,82468.75,121111.11111111111,27720.58823529412,23136.79245283019
12845000,9360000,146,81,472,428,0.3093220338983051,0.18925233644859812,87979.45205479451,115555.55555555556,27213.98305084746,21869.158878504673
9890000,9650000,125,87,451,449,0.2771618625277162,0.19376391982182628,79120.0,110919.54022988505,21929.046563192904,21492.204899777284
11775000,9300000,131,89,464,436,0.2823275862068966,0.20412844036697247,89885.49618320611,104494.38202247191,25377.155172413793,21330.275229357798
13920000,10910000,142,85,445,455,0.31910112359550563,0.18681318681318682,98028.1690140845,128352.94117647059,31280.898876404495,23978.021978021978
11640000,13140000,141,95,435,465,0.32413793103448274,0.20430107526881722,82553.1914893617,138315.7894736842,26758.620689655174,28258.064516129034
13990000,10160000,144,80,451,449,0.31929046563192903,0.17817371937639198,97152.77777777778,127000.0,31019.955654101996,22628.06236080178
10520000,8750000,118,75,452,448,0.2610619469026549,0.16741071428571427,89152.54237288136,116666.66666666667,23274.33628318584,19531.25
11355000,10550000,131,88,458,442,0.28602620087336245,0.19909502262443438,86679.3893129771,119886.36363636363,24792.576419213972,23868.778280542985
12260000,11940000,151,86,440,460,0.3431818181818182,0.18695652173913044,81192.05298013244,138837.2093023256,27863.636363636364,25956.521739130436
11250000,10030000,131,80,468,432,0.2799145299145299,0.18518518518518517,85877.86259541985,125375.0,24038.46153846154,23217.59259259259
11655000,7790000,131,62,454,446,0.28854625550660795,0.13901345291479822,88969.46564885497,125645.16129032258,25671.806167400882,17466.367713004485
10650000,10150000,131,96,452,448,0.28982300884955753,0.21428571428571427,81297.70992366412,105729.16666666667,23561.94690265487,22656.25
11885000,9630000,135,81,473,427,0.2854122621564482,0.18969555035128804,88037.03703703704,118888.88888888889,25126.849894291754,22552.693208430912
10190000,9380000,122,89,446,454,0.273542600896861,0.1960352422907489,83524.59016393442,105393.25842696629,22847.533632286995,20660.79295154185
10945000,10800000,117,96,428,472,0.2733644859813084,0.2033898305084746,93547.00854700855,112500.0,25572.429906542056,22881.35593220339
10530000,10360000,124,84,426,474,0.29107981220657275,0.17721518987341772,84919.35483870968,123333.33333333333,24718.309859154928,21856.540084388187
12050000,13110000,145,100,429,471,0.337995337995338,0.21231422505307856,83103.44827586207,131100.0,28088.578088578088,27834.394904458597
10250000,9120000,121,76,445,455,0.27191011235955054,0.16703296703296702,84710.74380165289,120000.0,23033.70786516854,20043.956043956045
13215000,11010000,152,83,454,446,0.33480176211453744,0.1860986547085202,86940.78947368421,132650.60240963855,29107.929515418502,24686.09865470852
10900000,10480000,134,87,436,464,0.3073394495412844,0.1875,81343.28358208956,120459.77011494253,25000.0,22586.206896551725
12015000,13580000,127,113,439,461,0.28929384965831434,0.24511930585683298,94606.29921259843,120176.99115044248,27369.02050113895,29457.70065075922
13510000,10230000,151,87,457,443,0.3304157549234136,0.1963882618510158,89470.1986754967,117586.20689655172,29562.363238512036,23092.55079006772
11180000,10320000,124,84,476,424,0.2605042016806723,0.19811320754716982,90161.29032258065,122857.14285714286,23487.394957983193,24339.622641509435
11190000,9890000,127,84,448,452,0.28348214285714285,0.18584070796460178,88110.23622047243,117738.09523809524,24977.678571428572,21880.53097345133
12260000,9860000,139,87,459,441,0.3028322440087146,0.19727891156462585,88201.43884892086,113333.33333333333,26710.239651416123,22358.27664399093
13780000,10760000,142,89,451,449,0.3148558758314856,0.19821826280623608,97042.25352112677,120898.87640449438,30554.323725055434,23964.36525612472
13410000,9540000,149,77,472,428,0.3156779661016949,0.17990654205607476,90000.0,123896.1038961039,28411.01694915254,22289.719626168226
12630000,9100000,147,77,463,437,0.3174946004319654,0.17620137299771166,85918.36734693877,118181.81818181818,27278.617710583152,20823.79862700229
13355000,10440000,134,87,418,482,0.32057416267942584,0.18049792531120332,99664.17910447762,120000.0,31949.76076555024,21659.7510373444
12550000,9850000,144,84,448,452,0.32142857142857145,0.18584070796460178,87152.77777777778,117261.90476190476,28013.39285714286,21792.035398230088
13245000,9200000,137,84,447,453,0.30648769574944074,0.18543046357615894,96678.83211678833,109523.80952380953,29630.872483221476,20309.05077262693
12680000,11750000,130,98,464,436,0.2801724137931034,0.22477064220183487,97538.46153846153,119897.95918367348,27327.58620689655,26949.54128440367
12975000,11310000,148,86,460,440,0.3217391304347826,0.19545454545454546,87668.91891891892,131511.62790697673,28206.521739130436,25704.545454545456
13845000,10990000,143,84,461,439,0.31019522776572667,0.19134396355353075,96818.18181818182,130833.33333333333,30032.537960954447,25034.168564920274
12425000,11820000,141,88,447,453,0.31543624161073824,0.19426048565121412,88120.56737588653,134318.18181818182,27796.420581655482,26092.71523178808
12905000,12950000,134,110,428,472,0.3130841121495327,0.2330508474576271,96305.97014925373,117727.27272727272,30151.869158878504,27436.4406779661
14010000,10430000,150,83,460,440,0.32608695652173914,0.18863636363636363,93400.0,125662.65060240965,30456.521739130436,23704.545454545456
11800000,11520000,134,98,475,425,0.28210526315789475,0.23058823529411765,88059.70149253731,117551.02040816327,24842.105263157893,27105.882352941175
11665000,7600000,126,66,458,442,0.27510917030567683,0.1493212669683258,92579.36507936507,115151.51515151515,25469.432314410482,17194.570135746606
11310000,11010000,132,97,439,461,0.30068337129840544,0.210412147505423,85681.81818181818,113505.15463917526,25763.097949886105,23882.863340563992
11905000,9070000,133,76,477,423,0.27882599580712786,0.17966903073286053,89511.27819548872,119342.1052631579,24958.071278825995,21442.08037825059
13110000,11140000,150,93,448,452,0.33482142857142855,0.20575221238938052,87400.0,119784.94623655915,29263.39285714286,24646.017699115044
11635000,10350000,123,84,436,464,0.28211009174311924,0.1810344827586207,94593.49593495936,123214.28571428571,26685.77981651376,22306.03448275862
11300000,11800000,136,102,411,489,0.3309002433090024,0.2085889570552147,83088.23529411765,115686.27450980392,27493.917274939173,24130.879345603273
12320000,10460000,134,81,457,443,0.29321663019693656,0.18284424379232506,91940.29850746269,129135.8024691358,26958.424507658645,23611.738148984197
10650000,12880000,114,99,437,463,0.2608695652173913,0.21382289416846653,93421.05263157895,130101.0101010101,24370.709382151028,27818.574514038875
11315000,10140000,125,78,442,458,0.2828054298642534,0.1703056768558952,90520.0,130000.0,25599.547511312216,22139.737991266375
11865000,10250000,141,88,442,458,0.3190045248868778,0.19213973799126638,84148.93617021276,116477.27272727272,26843.891402714933,22379.91266375546
13100000,11740000,135,96,438,462,0.3082191780821918,0.2077922077922078,97037.03703703704,122291.66666666667,29908.67579908676,25411.25541125541
13335000,12080000,138,100,435,465,0.31724137931034485,0.21505376344086022,96630.43478260869,120800.0,30655.172413793105,25978.494623655915
11140000,11230000,119,83,456,444,0.26096491228070173,0.18693693693693694,93613.44537815126,135301.2048192771,24429.824561403508,25292.792792792792
11755000,12990000,138,106,436,464,0.3165137614678899,0.22844827586206898,85181.15942028986,122547.16981132075,26961.009174311926,27995.689655172413
11195000,12230000,126,100,444,456,0.28378378378378377,0.21929824561403508,88849.20634920635,122300.0,25213.963963963964,26820.175438596492
10590000,11080000,123,96,450,450,0.2733333333333333,0.21333333333333335,86097.56097560975,115416.66666666667,23533.333333333332,24622.222222222223
11450000,9890000,140,82,455,445,0.3076923076923077,0.1842696629213483,81785.71428571429,120609.75609756098,25164.835164835164,22224.719101123595
13745000,13070000,155,107,471,429,0.32908704883227174,0.2494172494172494,88677.41935483871,122149.53271028037,29182.59023354565,30466.200466200466
12945000,11980000,139,96,464,436,0.2995689655172414,0.22018348623853212,93129.4964028777,124791.66666666667,27898.706896551725,27477.064220183485
11235000,10980000,127,100,443,457,0.2866817155756208,0.2188183807439825,88464.56692913386,109800.0,25361.17381489842,24026.25820568928
14065000,12280000,144,101,452,448,0.3185840707964602,0.22544642857142858,97673.61111111111,121584.15841584158,31117.256637168142,27410.714285714286
12340000,10340000,134,90,475,425,0.28210526315789475,0.21176470588235294,92089.55223880598,114888.88888888889,25978.947368421053,24329.41176470588
11545000,11360000,131,83,459,441,0.28540305010893247,0.18820861678004536,88129.77099236641,136867.46987951806,25152.505446623094,25759.637188208617
12095000,11630000,129,86,448,452,0.28794642857142855,0.1902654867256637,93759.68992248063,135232.55813953487,26997.76785714286,25730.088495575223
13190000,11460000,138,96,449,451,0.30734966592427615,0.21286031042128603,95579.71014492754,119375.0,29376.391982182628,25410.19955654102
